image,label,frame_id,group_id,split,electric_bicycle,person,bicycle,motorcycle
images/train/frame_50.jpg,labels/train/frame_50.txt,50,0,train,0,2,0,0
images/train/frame_60.jpg,labels/train/frame_60.txt,60,0,train,0,2,0,0
images/train/frame_70.jpg,labels/train/frame_70.txt,70,0,train,0,2,0,0
images/train/frame_80.jpg,labels/train/frame_80.txt,80,0,train,0,1,0,0
images/train/frame_90.jpg,labels/train/frame_90.txt,90,0,train,0,1,0,0
images/train/frame_100.jpg,labels/train/frame_100.txt,100,0,train,0,1,0,0
images/train/frame_110.jpg,labels/train/frame_110.txt,110,0,train,0,1,4,0
images/train/frame_120.jpg,labels/train/frame_120.txt,120,0,train,0,0,6,0
images/train/frame_130.jpg,labels/train/frame_130.txt,130,0,train,0,0,6,0
images/train/frame_140.jpg,labels/train/frame_140.txt,140,0,train,0,2,5,0
images/train/frame_150.jpg,labels/train/frame_150.txt,150,0,train,0,2,2,0
images/train/frame_160.jpg,labels/train/frame_160.txt,160,0,train,0,2,0,0
images/train/frame_170.jpg,labels/train/frame_170.txt,170,0,train,0,2,0,0
images/train/frame_180.jpg,labels/train/frame_180.txt,180,0,train,0,6,0,0
images/train/frame_190.jpg,labels/train/frame_190.txt,190,0,train,0,2,0,0
images/train/frame_200.jpg,labels/train/frame_200.txt,200,0,train,0,6,0,0
images/train/frame_210.jpg,labels/train/frame_210.txt,210,0,train,0,6,0,0
images/train/frame_220.jpg,labels/train/frame_220.txt,220,0,train,0,6,1,0
images/train/frame_230.jpg,labels/train/frame_230.txt,230,0,train,0,6,1,0
images/train/frame_240.jpg,labels/train/frame_240.txt,240,0,train,0,6,1,0
images/train/frame_250.jpg,labels/train/frame_250.txt,250,0,train,0,5,1,0
images/train/frame_260.jpg,labels/train/frame_260.txt,260,0,train,0,4,1,0
images/train/frame_270.jpg,labels/train/frame_270.txt,270,0,train,0,2,1,0
images/train/frame_280.jpg,labels/train/frame_280.txt,280,0,train,0,4,1,0
images/train/frame_290.jpg,labels/train/frame_290.txt,290,0,train,0,5,1,0
images/train/frame_300.jpg,labels/train/frame_300.txt,300,0,train,0,4,0,0
images/train/frame_310.jpg,labels/train/frame_310.txt,310,0,train,0,3,0,0
images/train/frame_320.jpg,labels/train/frame_320.txt,320,0,train,0,3,0,0
images/train/frame_330.jpg,labels/train/frame_330.txt,330,0,train,0,5,0,0
images/train/frame_340.jpg,labels/train/frame_340.txt,340,0,train,0,3,0,0
images/train/frame_350.jpg,labels/train/frame_350.txt,350,0,train,0,0,0,0
images/train/frame_360.jpg,labels/train/frame_360.txt,360,0,train,0,0,0,0
images/train/frame_370.jpg,labels/train/frame_370.txt,370,0,train,0,0,0,0
images/train/frame_380.jpg,labels/train/frame_380.txt,380,0,train,0,0,0,0
images/train/frame_390.jpg,labels/train/frame_390.txt,390,0,train,0,0,0,0
images/train/frame_400.jpg,labels/train/frame_400.txt,400,0,train,0,0,0,0
images/train/frame_410.jpg,labels/train/frame_410.txt,410,0,train,0,0,0,0
images/train/frame_420.jpg,labels/train/frame_420.txt,420,0,train,0,0,0,0
images/train/frame_430.jpg,labels/train/frame_430.txt,430,0,train,1,4,0,0
images/train/frame_440.jpg,labels/train/frame_440.txt,440,0,train,0,3,0,0
images/train/frame_450.jpg,labels/train/frame_450.txt,450,0,train,0,3,0,0
images/train/frame_460.jpg,labels/train/frame_460.txt,460,0,train,0,5,0,0
images/train/frame_470.jpg,labels/train/frame_470.txt,470,0,train,0,4,0,0
images/train/frame_480.jpg,labels/train/frame_480.txt,480,0,train,1,5,0,0
images/train/frame_490.jpg,labels/train/frame_490.txt,490,0,train,0,2,0,0
images/train/frame_500.jpg,labels/train/frame_500.txt,500,0,train,1,2,0,0
images/train/frame_510.jpg,labels/train/frame_510.txt,510,0,train,1,4,0,0
images/train/frame_520.jpg,labels/train/frame_520.txt,520,0,train,1,3,0,0
images/train/frame_530.jpg,labels/train/frame_530.txt,530,0,train,1,5,0,0
images/train/frame_540.jpg,labels/train/frame_540.txt,540,0,train,1,5,0,0
images/train/frame_550.jpg,labels/train/frame_550.txt,550,0,train,1,4,0,0
images/train/frame_560.jpg,labels/train/frame_560.txt,560,0,train,1,3,0,0
images/train/frame_570.jpg,labels/train/frame_570.txt,570,0,train,1,4,0,0
images/train/frame_580.jpg,labels/train/frame_580.txt,580,0,train,1,5,0,0
images/train/frame_590.jpg,labels/train/frame_590.txt,590,0,train,1,4,0,0
images/train/frame_600.jpg,labels/train/frame_600.txt,600,0,train,2,4,0,0
images/train/frame_610.jpg,labels/train/frame_610.txt,610,0,train,2,4,0,0
images/train/frame_620.jpg,labels/train/frame_620.txt,620,0,train,2,3,0,0
images/train/frame_630.jpg,labels/train/frame_630.txt,630,0,train,2,3,0,0
images/train/frame_640.jpg,labels/train/frame_640.txt,640,0,train,1,5,0,0
images/train/frame_650.jpg,labels/train/frame_650.txt,650,0,train,1,4,0,0
images/train/frame_660.jpg,labels/train/frame_660.txt,660,0,train,1,4,0,0
images/train/frame_670.jpg,labels/train/frame_670.txt,670,0,train,1,5,0,0
images/train/frame_680.jpg,labels/train/frame_680.txt,680,0,train,1,4,0,0
images/train/frame_690.jpg,labels/train/frame_690.txt,690,0,train,0,4,0,0
images/train/frame_700.jpg,labels/train/frame_700.txt,700,0,train,0,4,0,0
images/train/frame_710.jpg,labels/train/frame_710.txt,710,0,train,0,1,0,0
images/train/frame_720.jpg,labels/train/frame_720.txt,720,0,train,0,1,0,0
images/train/frame_730.jpg,labels/train/frame_730.txt,730,0,train,0,2,0,0
images/train/frame_740.jpg,labels/train/frame_740.txt,740,0,train,0,1,0,0
images/train/frame_750.jpg,labels/train/frame_750.txt,750,0,train,0,3,0,0
images/train/frame_760.jpg,labels/train/frame_760.txt,760,0,train,0,3,0,0
images/train/frame_770.jpg,labels/train/frame_770.txt,770,0,train,0,4,0,0
images/train/frame_780.jpg,labels/train/frame_780.txt,780,0,train,0,2,0,0
images/train/frame_790.jpg,labels/train/frame_790.txt,790,0,train,0,4,0,0
images/train/frame_800.jpg,labels/train/frame_800.txt,800,0,train,0,4,0,0
images/train/frame_810.jpg,labels/train/frame_810.txt,810,0,train,0,5,0,0
images/train/frame_820.jpg,labels/train/frame_820.txt,820,0,train,0,5,0,0
images/train/frame_830.jpg,labels/train/frame_830.txt,830,0,train,0,5,0,0
images/train/frame_840.jpg,labels/train/frame_840.txt,840,0,train,0,4,0,0
images/train/frame_850.jpg,labels/train/frame_850.txt,850,0,train,1,2,0,0
images/train/frame_860.jpg,labels/train/frame_860.txt,860,0,train,1,2,0,0
images/train/frame_870.jpg,labels/train/frame_870.txt,870,0,train,0,0,0,0
images/train/frame_880.jpg,labels/train/frame_880.txt,880,0,train,0,0,0,0
images/train/frame_890.jpg,labels/train/frame_890.txt,890,0,train,0,2,0,0
images/train/frame_900.jpg,labels/train/frame_900.txt,900,0,train,0,4,0,0
images/train/frame_910.jpg,labels/train/frame_910.txt,910,0,train,0,4,0,0
images/train/frame_920.jpg,labels/train/frame_920.txt,920,0,train,0,4,0,0
images/train/frame_930.jpg,labels/train/frame_930.txt,930,0,train,0,4,0,0
images/train/frame_940.jpg,labels/train/frame_940.txt,940,0,train,0,3,0,0
images/train/frame_950.jpg,labels/train/frame_950.txt,950,0,train,0,3,0,0
images/train/frame_960.jpg,labels/train/frame_960.txt,960,0,train,0,4,0,0
images/test/frame_1090.jpg,labels/test/frame_1090.txt,1090,1,test,0,4,0,0
images/test/frame_1100.jpg,labels/test/frame_1100.txt,1100,1,test,0,2,0,0
images/test/frame_1110.jpg,labels/test/frame_1110.txt,1110,1,test,0,2,0,0
images/test/frame_1120.jpg,labels/test/frame_1120.txt,1120,1,test,0,4,0,0
images/test/frame_1130.jpg,labels/test/frame_1130.txt,1130,1,test,0,2,0,0
images/test/frame_1140.jpg,labels/test/frame_1140.txt,1140,1,test,0,2,0,0
images/test/frame_1150.jpg,labels/test/frame_1150.txt,1150,1,test,0,2,0,0
images/test/frame_1160.jpg,labels/test/frame_1160.txt,1160,1,test,0,2,0,0
images/test/frame_1170.jpg,labels/test/frame_1170.txt,1170,1,test,0,1,0,0
images/test/frame_1180.jpg,labels/test/frame_1180.txt,1180,1,test,0,1,0,0
images/test/frame_1190.jpg,labels/test/frame_1190.txt,1190,1,test,0,1,0,0
images/test/frame_1200.jpg,labels/test/frame_1200.txt,1200,1,test,0,1,0,0
images/test/frame_1210.jpg,labels/test/frame_1210.txt,1210,1,test,0,1,0,0
images/test/frame_1220.jpg,labels/test/frame_1220.txt,1220,1,test,0,2,0,0
images/test/frame_1230.jpg,labels/test/frame_1230.txt,1230,1,test,0,2,0,0
images/train/frame_1250.jpg,labels/train/frame_1250.txt,1250,2,train,0,1,0,0
images/train/frame_1260.jpg,labels/train/frame_1260.txt,1260,2,train,0,1,0,0
images/train/frame_1270.jpg,labels/train/frame_1270.txt,1270,2,train,0,1,0,0
images/train/frame_1280.jpg,labels/train/frame_1280.txt,1280,2,train,0,1,0,0
images/train/frame_1290.jpg,labels/train/frame_1290.txt,1290,2,train,0,0,0,0
images/train/frame_1300.jpg,labels/train/frame_1300.txt,1300,2,train,0,0,0,0
images/train/frame_1310.jpg,labels/train/frame_1310.txt,1310,2,train,0,0,0,0
images/train/frame_1320.jpg,labels/train/frame_1320.txt,1320,2,train,0,0,0,0
images/train/frame_1330.jpg,labels/train/frame_1330.txt,1330,2,train,0,0,0,0
images/train/frame_1340.jpg,labels/train/frame_1340.txt,1340,2,train,0,0,0,0
images/train/frame_1350.jpg,labels/train/frame_1350.txt,1350,2,train,0,0,0,0
images/train/frame_1360.jpg,labels/train/frame_1360.txt,1360,2,train,0,0,0,0
images/train/frame_1370.jpg,labels/train/frame_1370.txt,1370,2,train,0,0,0,0
images/train/frame_1380.jpg,labels/train/frame_1380.txt,1380,2,train,0,0,0,0
images/train/frame_1390.jpg,labels/train/frame_1390.txt,1390,2,train,0,0,0,0
images/train/frame_1400.jpg,labels/train/frame_1400.txt,1400,2,train,0,0,0,0
images/train/frame_1410.jpg,labels/train/frame_1410.txt,1410,2,train,0,0,0,0
images/train/frame_1420.jpg,labels/train/frame_1420.txt,1420,2,train,0,0,0,0
images/train/frame_1430.jpg,labels/train/frame_1430.txt,1430,2,train,0,0,0,0
images/train/frame_1440.jpg,labels/train/frame_1440.txt,1440,2,train,0,0,0,0
images/train/frame_1460.jpg,labels/train/frame_1460.txt,1460,3,train,0,0,0,0
images/train/frame_1470.jpg,labels/train/frame_1470.txt,1470,3,train,0,0,0,0
images/train/frame_1480.jpg,labels/train/frame_1480.txt,1480,3,train,0,0,0,0
images/train/frame_1490.jpg,labels/train/frame_1490.txt,1490,3,train,0,0,0,0
images/train/frame_1500.jpg,labels/train/frame_1500.txt,1500,3,train,0,0,0,0
images/train/frame_1510.jpg,labels/train/frame_1510.txt,1510,3,train,0,0,0,0
images/train/frame_1520.jpg,labels/train/frame_1520.txt,1520,3,train,0,0,0,0
images/train/frame_1530.jpg,labels/train/frame_1530.txt,1530,3,train,0,0,0,0
images/train/frame_1540.jpg,labels/train/frame_1540.txt,1540,3,train,0,0,0,0
images/train/frame_1550.jpg,labels/train/frame_1550.txt,1550,3,train,0,2,0,0
images/train/frame_1560.jpg,labels/train/frame_1560.txt,1560,3,train,0,2,0,0
images/train/frame_1570.jpg,labels/train/frame_1570.txt,1570,3,train,0,2,0,0
images/train/frame_1580.jpg,labels/train/frame_1580.txt,1580,3,train,0,2,0,0
images/train/frame_1590.jpg,labels/train/frame_1590.txt,1590,3,train,0,2,0,0
images/train/frame_1600.jpg,labels/train/frame_1600.txt,1600,3,train,0,2,0,0
images/train/frame_1610.jpg,labels/train/frame_1610.txt,1610,3,train,0,2,0,0
images/train/frame_1620.jpg,labels/train/frame_1620.txt,1620,3,train,0,2,0,0
images/train/frame_1630.jpg,labels/train/frame_1630.txt,1630,3,train,0,2,0,0
images/train/frame_1640.jpg,labels/train/frame_1640.txt,1640,3,train,0,2,0,0
images/train/frame_1650.jpg,labels/train/frame_1650.txt,1650,3,train,0,2,0,0
images/train/frame_1660.jpg,labels/train/frame_1660.txt,1660,3,train,0,2,0,0
images/train/frame_1670.jpg,labels/train/frame_1670.txt,1670,3,train,0,1,0,0
images/train/frame_1680.jpg,labels/train/frame_1680.txt,1680,3,train,0,1,0,0
images/train/frame_1690.jpg,labels/train/frame_1690.txt,1690,3,train,0,1,0,0
images/train/frame_1700.jpg,labels/train/frame_1700.txt,1700,3,train,0,1,0,0
images/train/frame_1710.jpg,labels/train/frame_1710.txt,1710,3,train,0,1,0,0
images/train/frame_1720.jpg,labels/train/frame_1720.txt,1720,3,train,0,1,0,0
images/train/frame_1730.jpg,labels/train/frame_1730.txt,1730,3,train,0,1,0,0
images/train/frame_1740.jpg,labels/train/frame_1740.txt,1740,3,train,0,1,0,0
images/train/frame_1750.jpg,labels/train/frame_1750.txt,1750,3,train,0,1,0,0
images/train/frame_1760.jpg,labels/train/frame_1760.txt,1760,3,train,0,1,0,0
images/train/frame_1770.jpg,labels/train/frame_1770.txt,1770,3,train,0,1,0,0
images/train/frame_1780.jpg,labels/train/frame_1780.txt,1780,3,train,0,1,0,0
images/train/frame_1790.jpg,labels/train/frame_1790.txt,1790,3,train,0,1,0,0
images/train/frame_1800.jpg,labels/train/frame_1800.txt,1800,3,train,0,1,0,0
images/train/frame_1810.jpg,labels/train/frame_1810.txt,1810,3,train,0,0,0,0
images/train/frame_1820.jpg,labels/train/frame_1820.txt,1820,3,train,0,0,0,0
images/train/frame_1830.jpg,labels/train/frame_1830.txt,1830,3,train,0,0,0,0
images/train/frame_1840.jpg,labels/train/frame_1840.txt,1840,3,train,0,0,0,0
images/train/frame_1850.jpg,labels/train/frame_1850.txt,1850,3,train,0,1,0,0
images/train/frame_1860.jpg,labels/train/frame_1860.txt,1860,3,train,0,1,0,0
images/train/frame_1870.jpg,labels/train/frame_1870.txt,1870,3,train,0,1,0,0
images/train/frame_1880.jpg,labels/train/frame_1880.txt,1880,3,train,0,1,0,0
images/train/frame_1890.jpg,labels/train/frame_1890.txt,1890,3,train,0,1,0,0
images/train/frame_1900.jpg,labels/train/frame_1900.txt,1900,3,train,0,1,0,0
images/train/frame_1910.jpg,labels/train/frame_1910.txt,1910,3,train,0,1,0,0
images/train/frame_1920.jpg,labels/train/frame_1920.txt,1920,3,train,0,1,0,0
images/train/frame_1930.jpg,labels/train/frame_1930.txt,1930,3,train,0,1,0,0
images/train/frame_1940.jpg,labels/train/frame_1940.txt,1940,3,train,0,1,0,0
images/train/frame_1950.jpg,labels/train/frame_1950.txt,1950,3,train,0,1,0,0
images/train/frame_1960.jpg,labels/train/frame_1960.txt,1960,3,train,0,1,0,0
images/train/frame_1970.jpg,labels/train/frame_1970.txt,1970,3,train,0,0,0,0
images/train/frame_1980.jpg,labels/train/frame_1980.txt,1980,3,train,0,0,0,0
images/train/frame_1990.jpg,labels/train/frame_1990.txt,1990,3,train,0,0,0,0
images/train/frame_2000.jpg,labels/train/frame_2000.txt,2000,3,train,0,0,0,0
images/train/frame_2010.jpg,labels/train/frame_2010.txt,2010,3,train,0,0,0,0
images/train/frame_2020.jpg,labels/train/frame_2020.txt,2020,3,train,0,0,0,0
images/train/frame_2030.jpg,labels/train/frame_2030.txt,2030,3,train,0,0,0,0
images/train/frame_2040.jpg,labels/train/frame_2040.txt,2040,3,train,0,0,0,0
images/train/frame_2050.jpg,labels/train/frame_2050.txt,2050,3,train,0,0,0,0
images/train/frame_2060.jpg,labels/train/frame_2060.txt,2060,3,train,0,0,0,0
images/train/frame_2070.jpg,labels/train/frame_2070.txt,2070,3,train,0,0,0,0
images/train/frame_2080.jpg,labels/train/frame_2080.txt,2080,3,train,0,0,0,0
images/train/frame_2090.jpg,labels/train/frame_2090.txt,2090,3,train,0,0,0,0
images/train/frame_2100.jpg,labels/train/frame_2100.txt,2100,3,train,0,0,0,0
images/train/frame_2110.jpg,labels/train/frame_2110.txt,2110,3,train,0,0,0,0
